"Response ID","Date Submitted","First Name:Principal Author","Last Name:Principal Author","Institution of Principal Author:Principal Author","White Paper Title","White Paper Description (350 character limit)","1:Upload File  "
"344","11 March 2019 2:44:25 pm","Aion","Viana","Instituto de Física de São Carlos, Universidade de São Paulo, Brazil","Searching for TeV Dark Matter in the Milky Way Galactic Center","We present the prospects to detect and identify dark matter particles through the observation of very-high-energy gamma rays coming from the annihilation or decay of these particles in the Galactic halo. Observations with future high-energy observatories would reach unprecedented sensitivity to dark matter particles with masses in the TeV scale.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/130-5c20d0c07fc55ecfa1e1bb49f2807523_VianaAion.pdf"
"345","11 March 2019 2:44:18 pm","Todd","Tripp","University of Massachusetts - Amherst","On The Unique Value of Spectroscopy in the Deep Ultraviolet for Galaxy Evolution Studies","We discuss, with real data examples, a largely unexplored discovery space for CGM studies: the diagnostic-rich deep ultraviolet at rest wavelengths < 912 A.  The resonance lines of a wide array of ions are in this region, but they can be accessed by studying QSO absorbers with sufficient redshift to bring the lines into the observable UV band.  ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/130-6d582125b0b43e5032e8fb847592423b_TrippToddM.pdf"
"346","11 March 2019 2:44:42 pm","Antonella","Palmese","Fermi National Accelerator Laboratory","Gravitational wave cosmology and astrophysics with large spectroscopic galaxy surveys","During the next decade, measurements of the Hubble constant from gravitational wave standard sirens will potentially reach a 1-2% uncertainty. The next generation of spectroscopic galaxy surveys will play a crucial role towards achieving such precision, and towards improving our understanding of gravitational wave sources.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/54-03a56d2b365f0cb6e6f1a55f4d3c0066_PalmeseAntonella.pdf"
"348","11 March 2019 2:49:04 pm","Henrike","Fleischhack","Michigan Technological University","Pulsars in a Bubble? Following Electron Diffusion in the Galaxy with TeV Gamma Rays","TeV Halos, extended regions of gamma-ray emission around pulsars, are a new class of gamma-ray sources.  They can be used to study pulsar properties and e+e- diffusion on scales of ~10 pc,  as well as to find misaligned pulsars. We outline the contributions of future gamma-ray instruments to the study of TeV Halos and the expected physics outcomes. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/64-5edf9463c10127eacaa29dc85c308ec0_FleischhackHenrike.pdf"
"349","11 March 2019 2:49:47 pm","Jessie","Christiansen","Caltech/IPAC-NExScI","Mapping out the time-evolution of exoplanet processes","In this white paper we identify predicted correlations, particularly trends in exoplanet populations, radii, orbits and atmospheres with host star age, that will allow us to begin identifying the dominant processes governing the formation and evolution of exoplanet systems.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/96-523fcc48c4a470014541fb3b3ea4f846_plato_white_paper.pdf"
"350","11 March 2019 2:50:16 pm","Walter","Binns","Washington University in St. Louis","Ultra-heavy cosmic-ray science: Are r-process nuclei in the cosmic rays produced in supernovae or binary neutron star mergers?","Galactic cosmic rays play an important role in the dynamics of matter and magnetic fields in the interstellar medium, and probably also in star formation.  There is an opportunity during the coming decade to answer these questions by measuring the relative abundances of every individual element heavier than iron, including the actinides.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/249-302d0f8f1ce247279b49fa5dc1f883e4_BinnsWalterR.pdf"
"351","11 March 2019 2:50:20 pm","Gail","Zasowski","University of Utah","High-Dimensional Dust Mapping","This white paper describes the impact of mapping 3D dust properties in the Milky Way, including extinction curve behavior and dynamics, and the observations needed to achieve these goals. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/100-a3193f0bde3d5d783d24c9fc59c83b25_ZasowskiGail.pdf"
"352","11 March 2019 2:52:27 pm","Richard","Plotkin","University of Nevada, Reno","Local Constraints on Supermassive Black Hole Seeds"," This white paper discusses how proposed multiwavelength facilities going into the 2020s/2030s will allow us to assemble large  samples of weakly accreting active galactic nuclei in low-mass galaxies, in order to constrain the mass-distribution of objects that originally seeded the growth of supermassive black holes.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/137-c71140ed7f3c12e006b86a1dab2d008d_PlotkinRichardM.pdf"
"353","11 March 2019 2:52:29 pm","Nicolas","Flagey","Canada-France-Hawaii Telescope Corporation","Probing the Interstellar Medium in the 2020s and Beyond","We describe how a dedicated facility with a wide field of view, large aperture, highly multiplexed, multi-object, high resolution spectrograph will unify our understanding of the gas structure in galaxies by placing measurements of interstellar absorption features used to trace diffuse gas on an equal footing with those of H I and CO emission.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/198-5070a2b9b216750323f1af98f7d5dd3c_NicolasFlagey.pdf"
"354","11 March 2019 2:52:36 pm","Samar","Safi-Harb","University of Manitoba","High-Resolution X-ray Imaging Studies of Neutron Stars, Pulsar Wind Nebulae and Supernova Remnants","Supernova remnants and neutron stars serve as nearby laboratories relevant to many areas in Astrophysics. In this white paper, we highlight some science breakthroughs to be achieved with future X-ray missions (such as the proposed AXIS probe) equipped with sub-arcsecond imaging resolution and an order of magnitude improvement in sensitivity.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/64-3a4cbcb73826ad22f5b3036ce61aa548_SafiHarbSamar.pdf"
"355","11 March 2019 2:52:54 pm","Laura","Blecha","University of Florida, Gainesville, FL, USA","Detecting Offset Active Galactic Nuclei","Gravitational wave (GW) and gravitational slingshot recoil kicks can produce active galactic ""nuclei"" that are offset from the centers of their host galaxies. We highlight opportunities to detect offset AGN with future telescopes and describe how these observations would provide key constraints on SMBH binaries and GW event rates. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/195-d6f748b23272c2d90668670ec4e4ad63_BlechaLauraE.pdf"
"356","11 March 2019 2:54:38 pm","Casey","Law","UC Berkeley","Radio Time-Domain Signatures of Magnetar Birth","We consider the implications of an emerging consensus on the origin of a diverse set of luminous astrophysical transients, such as FRBs, SLSNe, and ULGRBs. Each of these classes could be interpreted as a signature of magnetar birth. We describe how radio transients from milliseconds to gigaseconds will be used to address diverse physical questions.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/132-82bf097f4299e0fe04749740236ef9af_LawCaseyJ.pdf"
"357","11 March 2019 2:54:41 pm","Allison","Youngblood","NASA Goddard Space Flight Center","EUV influences on exoplanet atmospheric stability and evolution","EUV photons (100-912 Å) drive atmospheric mass loss, and an accurate accounting of the EUV in a planet's energy budget is essential. Direct EUV observations of exoplanet host stars would require a new, dedicated observatory. Archival observations from EUVE and models are insufficient to accurately characterize EUV spectra of exoplanet host stars.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/64-d6b5d7cf042c61146f13c4d4f03a5a4e_YoungbloodAllison.pdf"
"358","11 March 2019 2:55:43 pm","Nicholas","Ross","University of Edinburgh","Opportunities in Time-Domain Extragalactic Astrophysics with the NASA Near-Earth Object Camera (NEOCam)","This White Paper motivates the time domain extragalactic science case for the NASA Near-Earth Object Camera (NEOCam). Using the NEOWISE-R model, for relatively little cost, additional NEOCam data processing will have a massive scientific and legacy impact on extragalactic science, especially in the nascent field of AGN IR variability studies.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/96-5328c04d0d6dff0cb83066bd3129735e_RossNicholasP.pdf"
"359","11 March 2019 2:56:39 pm","David","Ciardi","Caltech/IPAC-NExScI","Toward Finding Earth 2.0: Masses and Orbits of Small Planets with  Extreme Radial Velocity Precision","Having discovered that Earth-sized planets are common, we are now embarking on a journey to determine if Earth-like planets are also common.  To achieve this forward-looking goal, we must determine the masses and orbits of the planets; as such, the development of high quality precision radial velocity instruments and facilities is needed.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/238-5ee5decac489a5eba70878aaca7a89be_CiardiDavidR.pdf"
"360","11 March 2019 2:56:47 pm","Tim","Bastian","National Radio Astronomy Observatory","Diagnostics of Space Weather Drivers Enabled by Radio Observations","The Sun is an active star that can impact the Earth, its magnetosphere, and the technological infrastructure on which modern society depends. Radio emission from space weather drivers offers unique diagnostics that complement those available at other wavelengths. We discuss the requirements for an instrument to enable such diagnostics. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/54-88e54cf47542e366a67d316314c0aeb8_AA_Space_Weather_White_Paper.pdf"
"361","11 March 2019 2:59:10 pm","Bertrand","Mennesson","Jet Propulsion Laboratory, California Institute of Technology","Interplanetary dust around main sequence stars: origin, magnitude, and implications for exoplanet habitability searches","The brightness and spatial distribution of warm (≳200K) dust structures located within a few AU We motivate and identify here the main instrumental / observational advances required to gain further insights into the origins of exozodiacal dust clouds and better understand their impact on planetary habitability and habitability searches.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/198-d668840ae1aacd3340727fc4327b10d4_MennessonBertrandP.pdf"
"362","11 March 2019 2:59:55 pm","Eugene","Churazov","MPA","Probing 3D Density and Velocity Fields of ISM in Centers of Galaxies with Future X-Ray Observations","Presence of large quantities of molecular gas in the vicinity of Sgr A* opens the possibility for synergetic studies of the supermassive black hole's past outbursts and the fundamental properties of the molecular clouds themselves. The full potential of this synergy can only be exploited with the next generation of X-ray observatories.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/195-e65371dc4fab470c0fad85774ec036c7_ChurazovEugeneM.pdf"
